origin,year,month,day,hour,temp,wind_speed,precip,visib,time_hour
EWR,2013,1,3,0,28.04,8.05546,0,10,03/01/2013 00:00
EWR,2013,1,3,1,28.04,10.35702,0,10,03/01/2013 01:00
EWR,2013,1,3,2,26.96,8.05546,0,10,03/01/2013 02:00
EWR,2013,1,3,3,26.96,6.90468,0,10,03/01/2013 03:00
EWR,2013,1,3,4,26.06,5.7539,0,10,03/01/2013 04:00
EWR,2013,1,3,5,26.06,5.7539,0,10,03/01/2013 05:00
EWR,2013,1,3,6,26.06,6.90468,0,10,03/01/2013 06:00
EWR,2013,1,3,7,26.06,5.7539,0,10,03/01/2013 07:00
EWR,2013,1,3,8,26.96,5.7539,0,10,03/01/2013 08:00
EWR,2013,1,3,9,28.04,5.7539,0,10,03/01/2013 09:00
EWR,2013,1,3,10,30.92,9.20624,0,10,03/01/2013 10:00
EWR,2013,1,3,11,30.92,4.60312,0,10,03/01/2013 11:00
EWR,2013,1,3,12,33.08,8.05546,0,10,03/01/2013 12:00
EWR,2013,1,3,13,33.98,9.20624,0,10,03/01/2013 13:00
EWR,2013,1,3,14,33.98,8.05546,0,10,03/01/2013 14:00
EWR,2013,1,3,15,33.08,11.5078,0,10,03/01/2013 15:00
EWR,2013,1,3,16,32,10.35702,0,10,03/01/2013 16:00
EWR,2013,1,3,17,30.02,9.20624,0,10,03/01/2013 17:00
EWR,2013,1,3,18,30.92,10.35702,0,10,03/01/2013 18:00
EWR,2013,1,3,19,30.92,11.5078,0,10,03/01/2013 19:00
EWR,2013,1,3,20,30.92,11.5078,0,10,03/01/2013 20:00
EWR,2013,1,3,21,30.92,12.65858,0,10,03/01/2013 21:00
EWR,2013,1,3,22,28.94,10.35702,0,10,03/01/2013 22:00
EWR,2013,1,3,23,30.02,10.35702,0,10,03/01/2013 23:00
EWR,2013,1,4,0,30.02,13.80936,0,10,04/01/2013 00:00
EWR,2013,1,4,1,28.94,8.05546,0,10,04/01/2013 01:00
EWR,2013,1,4,2,30.02,10.35702,0,10,04/01/2013 02:00
EWR,2013,1,4,3,28.94,11.5078,0,10,04/01/2013 03:00
EWR,2013,1,4,4,28.94,6.90468,0,10,04/01/2013 04:00
EWR,2013,1,4,5,30.92,11.5078,0,10,04/01/2013 05:00
EWR,2013,1,4,6,33.08,16.11092,0,10,04/01/2013 06:00
EWR,2013,1,4,7,33.98,10.35702,0,10,04/01/2013 07:00
EWR,2013,1,4,8,35.06,13.80936,0,10,04/01/2013 08:00
EWR,2013,1,4,9,35.96,14.96014,0,10,04/01/2013 09:00
EWR,2013,1,4,10,37.04,16.11092,0,10,04/01/2013 10:00
EWR,2013,1,4,11,37.04,20.71404,0,10,04/01/2013 11:00
EWR,2013,1,4,12,39.92,17.2617,0,10,04/01/2013 12:00
EWR,2013,1,4,13,37.94,24.16638,0,10,04/01/2013 13:00
EWR,2013,1,4,14,37.94,21.86482,0,10,04/01/2013 14:00
EWR,2013,1,4,15,37.94,18.41248,0,10,04/01/2013 15:00
EWR,2013,1,4,16,37.04,17.2617,0,10,04/01/2013 16:00
EWR,2013,1,4,17,35.96,13.80936,0,10,04/01/2013 17:00
EWR,2013,1,4,18,35.06,9.20624,0,10,04/01/2013 18:00
EWR,2013,1,4,19,35.06,11.5078,0,10,04/01/2013 19:00
EWR,2013,1,4,20,35.06,11.5078,0,10,04/01/2013 20:00
EWR,2013,1,4,21,35.06,13.80936,0,10,04/01/2013 21:00
EWR,2013,1,4,22,33.98,11.5078,0,10,04/01/2013 22:00
EWR,2013,1,4,23,33.08,11.5078,0,10,04/01/2013 23:00
EWR,2013,1,5,0,33.08,10.35702,0,10,05/01/2013 00:00
EWR,2013,1,5,1,33.08,10.35702,0,10,05/01/2013 01:00
EWR,2013,1,5,2,32,12.65858,0,10,05/01/2013 02:00
EWR,2013,1,5,3,32,18.41248,0,10,05/01/2013 03:00
EWR,2013,1,5,4,32,11.5078,0,10,05/01/2013 04:00
EWR,2013,1,5,5,32,12.65858,0,10,05/01/2013 05:00
EWR,2013,1,5,6,33.08,10.35702,0,10,05/01/2013 06:00
EWR,2013,1,5,7,32,9.20624,0,10,05/01/2013 07:00
EWR,2013,1,5,8,35.06,9.20624,0,10,05/01/2013 08:00
EWR,2013,1,5,9,37.94,10.35702,0,10,05/01/2013 09:00
EWR,2013,1,5,10,41,10.35702,0,10,05/01/2013 10:00
EWR,2013,1,5,11,42.08,14.96014,0,10,05/01/2013 11:00
EWR,2013,1,5,12,42.98,13.80936,0,10,05/01/2013 12:00
EWR,2013,1,5,13,44.06,11.5078,0,10,05/01/2013 13:00
EWR,2013,1,5,14,44.06,9.20624,0,10,05/01/2013 14:00
EWR,2013,1,5,15,42.98,8.05546,0,10,05/01/2013 15:00
EWR,2013,1,5,16,41,4.60312,0,10,05/01/2013 16:00
EWR,2013,1,5,17,39.92,4.60312,0,10,05/01/2013 17:00
EWR,2013,1,5,18,39.02,8.05546,0,10,05/01/2013 18:00
EWR,2013,1,5,19,35.96,6.90468,0,10,05/01/2013 19:00
EWR,2013,1,5,20,33.98,4.60312,0,10,05/01/2013 20:00
EWR,2013,1,5,21,33.08,4.60312,0,10,05/01/2013 21:00
EWR,2013,1,5,22,33.08,4.60312,0,10,05/01/2013 22:00
EWR,2013,1,5,23,32,4.60312,0,10,05/01/2013 23:00
EWR,2013,1,6,0,33.98,5.7539,0,10,06/01/2013 00:00
EWR,2013,1,6,1,33.98,9.20624,0,10,06/01/2013 01:00
EWR,2013,1,6,2,33.98,4.60312,0,10,06/01/2013 02:00
EWR,2013,1,6,3,33.98,5.7539,0,10,06/01/2013 03:00
EWR,2013,1,6,4,33.08,8.05546,0,10,06/01/2013 04:00
EWR,2013,1,6,5,33.8,5.7539,0,6,06/01/2013 05:00
EWR,2013,1,6,6,33.98,5.7539,0,6,06/01/2013 06:00
EWR,2013,1,6,7,35.06,9.20624,0,6,06/01/2013 07:00
EWR,2013,1,6,8,35.96,8.05546,0,6,06/01/2013 08:00
EWR,2013,1,6,9,37.4,11.5078,0,8,06/01/2013 09:00
EWR,2013,1,6,10,39.92,11.5078,0,9,06/01/2013 10:00
EWR,2013,1,6,11,42.98,10.35702,0,10,06/01/2013 11:00
EWR,2013,1,6,12,46.04,10.35702,0,10,06/01/2013 12:00
EWR,2013,1,6,13,46.94,13.80936,0,10,06/01/2013 13:00
EWR,2013,1,6,14,48.02,14.96014,0,10,06/01/2013 14:00
EWR,2013,1,6,15,46.94,11.5078,0,10,06/01/2013 15:00
EWR,2013,1,6,16,44.96,6.90468,0,10,06/01/2013 16:00
EWR,2013,1,6,17,44.06,8.05546,0,10,06/01/2013 17:00
EWR,2013,1,6,18,44.06,10.35702,0,10,06/01/2013 18:00
EWR,2013,1,6,19,42.98,10.35702,0,10,06/01/2013 19:00
EWR,2013,1,6,20,42.98,10.35702,0,10,06/01/2013 20:00
EWR,2013,1,6,21,42.08,10.35702,0,10,06/01/2013 21:00
EWR,2013,1,6,22,41,6.90468,0,10,06/01/2013 22:00
EWR,2013,1,6,23,39.92,9.20624,0,10,06/01/2013 23:00
EWR,2013,1,7,0,39.92,8.05546,0,10,07/01/2013 00:00
EWR,2013,1,7,1,37.94,8.05546,0,10,07/01/2013 01:00
EWR,2013,1,7,2,35.96,6.90468,0,10,07/01/2013 02:00
EWR,2013,1,7,3,37.04,6.90468,0,10,07/01/2013 03:00
EWR,2013,1,7,4,35.96,9.20624,0,10,07/01/2013 04:00
EWR,2013,1,7,5,35.06,4.60312,0,10,07/01/2013 05:00
EWR,2013,1,7,6,35.96,6.90468,0,10,07/01/2013 06:00
EWR,2013,1,7,7,37.94,8.05546,0,10,07/01/2013 07:00
EWR,2013,1,7,8,39.92,5.7539,0,10,07/01/2013 08:00
EWR,2013,1,7,9,44.06,13.80936,0,10,07/01/2013 09:00
EWR,2013,1,7,10,44.96,14.96014,0,10,07/01/2013 10:00
EWR,2013,1,7,11,46.04,11.5078,0,10,07/01/2013 11:00
EWR,2013,1,7,12,46.94,14.96014,0,10,07/01/2013 12:00
EWR,2013,1,7,13,46.04,11.5078,0,10,07/01/2013 13:00
EWR,2013,1,7,14,46.94,11.5078,0,10,07/01/2013 14:00
EWR,2013,1,7,15,44.96,8.05546,0,10,07/01/2013 15:00
EWR,2013,1,7,16,42.98,6.90468,0,10,07/01/2013 16:00
EWR,2013,1,7,17,42.08,3.45234,0,10,07/01/2013 17:00
EWR,2013,1,7,18,41,4.60312,0,10,07/01/2013 18:00
EWR,2013,1,7,19,39.92,0,0,10,07/01/2013 19:00
EWR,2013,1,7,20,39.92,0,0,10,07/01/2013 20:00
EWR,2013,1,7,21,37.04,0,0,10,07/01/2013 21:00
EWR,2013,1,7,22,35.96,3.45234,0,10,07/01/2013 22:00
EWR,2013,1,7,23,32,6.90468,0,10,07/01/2013 23:00
EWR,2013,1,8,0,32,3.45234,0,10,08/01/2013 00:00
EWR,2013,1,8,1,32,6.90468,0,10,08/01/2013 01:00
EWR,2013,1,8,2,32,3.45234,0,10,08/01/2013 02:00
EWR,2013,1,8,3,30.92,4.60312,0,10,08/01/2013 03:00
EWR,2013,1,8,4,30.02,4.60312,0,10,08/01/2013 04:00
EWR,2013,1,8,5,28.94,4.60312,0,10,08/01/2013 05:00
EWR,2013,1,8,6,30.92,0,0,9,08/01/2013 06:00
EWR,2013,1,8,7,30.02,5.7539,0,8,08/01/2013 07:00
EWR,2013,1,8,8,35.06,6.90468,0,9,08/01/2013 08:00
EWR,2013,1,8,9,39.02,9.20624,0,9,08/01/2013 09:00
EWR,2013,1,8,10,44.06,13.80936,0,9,08/01/2013 10:00
EWR,2013,1,8,11,46.04,10.35702,0,10,08/01/2013 11:00
EWR,2013,1,8,12,46.94,14.96014,0,10,08/01/2013 12:00
EWR,2013,1,8,13,48.92,11.5078,0,10,08/01/2013 13:00
EWR,2013,1,8,14,48.92,11.5078,0,10,08/01/2013 14:00
EWR,2013,1,8,15,48.92,11.5078,0,10,08/01/2013 15:00
EWR,2013,1,8,16,46.04,10.35702,0,10,08/01/2013 16:00
EWR,2013,1,8,17,44.06,6.90468,0,10,08/01/2013 17:00
EWR,2013,1,8,18,39.92,8.05546,0,10,08/01/2013 18:00
EWR,2013,1,8,19,39.92,5.7539,0,10,08/01/2013 19:00
EWR,2013,1,8,20,39.02,5.7539,0,10,08/01/2013 20:00
EWR,2013,1,8,21,37.94,3.45234,0,10,08/01/2013 21:00
EWR,2013,1,8,22,37.94,4.60312,0,10,08/01/2013 22:00
EWR,2013,1,8,23,37.04,4.60312,0,10,08/01/2013 23:00
EWR,2013,1,9,0,35.96,0,0,10,09/01/2013 00:00
EWR,2013,1,9,1,33.98,0,0,10,09/01/2013 01:00
EWR,2013,1,9,2,35.06,0,0,10,09/01/2013 02:00
EWR,2013,1,9,3,35.96,0,0,10,09/01/2013 03:00
EWR,2013,1,9,4,35.96,0,0,10,09/01/2013 04:00
EWR,2013,1,9,5,35.06,0,0,9,09/01/2013 05:00
EWR,2013,1,9,6,35.06,0,0,9,09/01/2013 06:00
EWR,2013,1,9,7,33.98,4.60312,0,6,09/01/2013 07:00
EWR,2013,1,9,8,37.04,0,0,7,09/01/2013 08:00
EWR,2013,1,9,9,42.08,0,0,7,09/01/2013 09:00
EWR,2013,1,9,10,44.06,3.45234,0,7,09/01/2013 10:00
EWR,2013,1,9,11,46.94,5.7539,0,7,09/01/2013 11:00
EWR,2013,1,9,12,46.04,9.20624,0,9,09/01/2013 12:00
EWR,2013,1,9,13,46.94,8.05546,0,9,09/01/2013 13:00
EWR,2013,1,9,14,46.94,8.05546,0,8,09/01/2013 14:00
EWR,2013,1,9,15,48.92,13.80936,0,9,09/01/2013 15:00
EWR,2013,1,9,16,50,11.5078,0,10,09/01/2013 16:00
EWR,2013,1,9,17,48.92,12.65858,0,10,09/01/2013 17:00
EWR,2013,1,9,18,48.02,10.35702,0,10,09/01/2013 18:00
EWR,2013,1,9,19,46.94,11.5078,0,10,09/01/2013 19:00
EWR,2013,1,9,20,44.96,11.5078,0,10,09/01/2013 20:00
EWR,2013,1,9,21,44.06,12.65858,0,10,09/01/2013 21:00
EWR,2013,1,9,22,44.06,12.65858,0,10,09/01/2013 22:00
EWR,2013,1,9,23,42.98,8.05546,0,10,09/01/2013 23:00
EWR,2013,1,10,0,41,8.05546,0,10,10/01/2013 00:00
EWR,2013,1,10,1,39.02,9.20624,0,10,10/01/2013 01:00
EWR,2013,1,10,2,39.02,6.90468,0,10,10/01/2013 02:00
EWR,2013,1,10,3,39.92,5.7539,0,10,10/01/2013 03:00
EWR,2013,1,10,4,41,6.90468,0,10,10/01/2013 04:00
EWR,2013,1,10,5,41,12.65858,0,10,10/01/2013 05:00
EWR,2013,1,10,6,39.92,6.90468,0,10,10/01/2013 06:00
EWR,2013,1,10,7,41,6.90468,0,10,10/01/2013 07:00
EWR,2013,1,10,8,42.98,8.05546,0,10,10/01/2013 08:00
EWR,2013,1,10,9,44.96,17.2617,0,10,10/01/2013 09:00
EWR,2013,1,10,10,44.96,11.5078,0,10,10/01/2013 10:00
EWR,2013,1,10,11,46.94,13.80936,0,10,10/01/2013 11:00
EWR,2013,1,10,12,48.92,14.96014,0,10,10/01/2013 12:00
EWR,2013,1,10,13,50,12.65858,0,10,10/01/2013 13:00
EWR,2013,1,10,14,50,11.5078,0,10,10/01/2013 14:00
EWR,2013,1,10,15,48.92,10.35702,0,10,10/01/2013 15:00
EWR,2013,1,10,16,46.94,8.05546,0,10,10/01/2013 16:00
EWR,2013,1,10,17,46.04,8.05546,0,10,10/01/2013 17:00
EWR,2013,1,10,18,44.96,6.90468,0,10,10/01/2013 18:00
EWR,2013,1,10,19,44.06,4.60312,0,10,10/01/2013 19:00
EWR,2013,1,10,20,44.06,6.90468,0,10,10/01/2013 20:00
EWR,2013,1,10,21,41,8.05546,0,10,10/01/2013 21:00
EWR,2013,1,10,22,39.02,8.05546,0,10,10/01/2013 22:00
EWR,2013,1,10,23,39.92,0,0,10,10/01/2013 23:00
EWR,2013,1,11,0,37.94,4.60312,0,10,11/01/2013 00:00
EWR,2013,1,11,1,37.04,8.05546,0,10,11/01/2013 01:00
EWR,2013,1,11,2,35.06,5.7539,0,10,11/01/2013 02:00
EWR,2013,1,11,3,35.96,5.7539,0,10,11/01/2013 03:00
EWR,2013,1,11,4,35.96,6.90468,0,10,11/01/2013 04:00
EWR,2013,1,11,5,37.04,0,0,10,11/01/2013 05:00
EWR,2013,1,11,6,37.94,0,0,10,11/01/2013 06:00
EWR,2013,1,11,7,39.02,0,0,10,11/01/2013 07:00
EWR,2013,1,11,8,41,5.7539,0,10,11/01/2013 08:00
EWR,2013,1,11,9,42.08,5.7539,0,10,11/01/2013 09:00
EWR,2013,1,11,10,42.98,5.7539,0,10,11/01/2013 10:00
EWR,2013,1,11,11,44.06,5.7539,0,10,11/01/2013 11:00
EWR,2013,1,11,12,44.96,4.60312,0,10,11/01/2013 12:00
EWR,2013,1,11,13,44.96,5.7539,0,10,11/01/2013 13:00
EWR,2013,1,11,14,44.96,5.7539,0,10,11/01/2013 14:00
EWR,2013,1,11,15,44.96,4.60312,0,10,11/01/2013 15:00
EWR,2013,1,11,16,46.4,4.60312,0,10,11/01/2013 16:00
EWR,2013,1,11,17,46.4,5.7539,0.05,3,11/01/2013 17:00
EWR,2013,1,11,18,46.4,5.7539,0.06,3,11/01/2013 18:00
EWR,2013,1,11,19,46.4,0,0.19,3,11/01/2013 19:00
EWR,2013,1,11,20,46.4,6.90468,0.07,2.5,11/01/2013 20:00
EWR,2013,1,11,21,42.98,5.7539,0.09,1,11/01/2013 21:00
EWR,2013,1,11,22,44.6,3.45234,0.05,1,11/01/2013 22:00
EWR,2013,1,11,23,42.98,8.05546,0.02,2,11/01/2013 23:00
EWR,2013,1,12,0,44.06,5.7539,0.01,1.5,12/01/2013 00:00
EWR,2013,1,12,1,44.06,9.20624,0.01,1,12/01/2013 01:00
EWR,2013,1,12,2,44.06,6.90468,0.01,1.5,12/01/2013 02:00
EWR,2013,1,12,3,44.96,9.20624,0,6,12/01/2013 03:00
EWR,2013,1,12,4,44.96,8.05546,0,6,12/01/2013 04:00
EWR,2013,1,12,5,44.96,9.20624,0,6,12/01/2013 05:00
EWR,2013,1,12,6,44.06,8.05546,0,6,12/01/2013 06:00
EWR,2013,1,12,7,44.96,10.35702,0,6,12/01/2013 07:00
EWR,2013,1,12,8,44.96,8.05546,0,7,12/01/2013 08:00
EWR,2013,1,12,9,46.04,6.90468,0,6,12/01/2013 09:00
EWR,2013,1,12,10,46.94,4.60312,0,6,12/01/2013 10:00
EWR,2013,1,12,11,48.02,5.7539,0,6,12/01/2013 11:00
EWR,2013,1,12,12,46.94,4.60312,0,6,12/01/2013 12:00
EWR,2013,1,12,13,48.02,3.45234,0,6,12/01/2013 13:00
EWR,2013,1,12,14,48.02,5.7539,0,5,12/01/2013 14:00
EWR,2013,1,12,15,48.2,3.45234,0,2.5,12/01/2013 15:00
EWR,2013,1,12,16,46.94,4.60312,0,2.5,12/01/2013 16:00
EWR,2013,1,12,17,46.94,6.90468,0,2.5,12/01/2013 17:00
EWR,2013,1,12,18,46.94,0,0,3,12/01/2013 18:00
EWR,2013,1,12,19,46.04,0,0,3,12/01/2013 19:00
EWR,2013,1,12,20,46.04,0,0,3,12/01/2013 20:00
EWR,2013,1,12,21,46.04,0,0,3,12/01/2013 21:00
EWR,2013,1,12,22,46.04,0,0,3,12/01/2013 22:00
EWR,2013,1,12,23,46.4,0,0,2,12/01/2013 23:00
EWR,2013,1,13,0,46.4,4.60312,0,0.25,13/01/2013 00:00
EWR,2013,1,13,1,44.96,0,0,0.25,13/01/2013 01:00
EWR,2013,1,13,2,44.96,4.60312,0,0.25,13/01/2013 02:00
EWR,2013,1,13,3,44.96,5.7539,0,0.25,13/01/2013 03:00
EWR,2013,1,13,4,44.6,5.7539,0,0.25,13/01/2013 04:00
EWR,2013,1,13,5,44.6,3.45234,0,0.25,13/01/2013 05:00
EWR,2013,1,13,6,44.6,4.60312,0,0.5,13/01/2013 06:00
EWR,2013,1,13,7,44.6,5.7539,0,0.25,13/01/2013 07:00
EWR,2013,1,13,8,44.06,0,0,0.12,13/01/2013 08:00
EWR,2013,1,13,9,44.06,0,0,0.12,13/01/2013 09:00
EWR,2013,1,13,10,44.06,4.60312,0,0.5,13/01/2013 10:00
EWR,2013,1,13,11,46.4,3.45234,0,2,13/01/2013 11:00
EWR,2013,1,13,12,46.94,4.60312,0,3,13/01/2013 12:00
EWR,2013,1,13,13,48.02,3.45234,0,3,13/01/2013 13:00
EWR,2013,1,13,14,48.2,4.60312,0,3,13/01/2013 14:00
EWR,2013,1,13,15,46.94,5.7539,0,3,13/01/2013 15:00
EWR,2013,1,13,16,46.94,0,0,5,13/01/2013 16:00
EWR,2013,1,13,17,48.02,0,0,7,13/01/2013 17:00
EWR,2013,1,13,18,48.92,0,0,10,13/01/2013 18:00
EWR,2013,1,13,19,48.2,0,0,2,13/01/2013 19:00
EWR,2013,1,13,20,48.2,3.45234,0,0.5,13/01/2013 20:00
EWR,2013,1,13,21,48.02,0,0,0.5,13/01/2013 21:00
EWR,2013,1,13,22,48.02,0,0,0.5,13/01/2013 22:00
EWR,2013,1,13,23,48.02,0,0,0.5,13/01/2013 23:00
EWR,2013,1,14,0,48.92,0,0,0.5,14/01/2013 00:00
EWR,2013,1,14,1,48.92,0,0,0.5,14/01/2013 01:00
EWR,2013,1,14,2,48.92,0,0,0.5,14/01/2013 02:00
EWR,2013,1,14,3,48.92,0,0,0.5,14/01/2013 03:00
EWR,2013,1,14,4,50,0,0,0.5,14/01/2013 04:00
EWR,2013,1,14,5,48.92,3.45234,0,0.5,14/01/2013 05:00
EWR,2013,1,14,6,51.08,3.45234,0,0.5,14/01/2013 06:00
EWR,2013,1,14,7,51.8,6.90468,0,2.5,14/01/2013 07:00
EWR,2013,1,14,8,51.98,4.60312,0,2.5,14/01/2013 08:00
EWR,2013,1,14,9,53.6,5.7539,0,6,14/01/2013 09:00
EWR,2013,1,14,10,55.94,5.7539,0,8,14/01/2013 10:00
EWR,2013,1,14,11,57.92,11.5078,0,9,14/01/2013 11:00
EWR,2013,1,14,12,55.94,11.5078,0,10,14/01/2013 12:00
EWR,2013,1,14,13,57.02,10.35702,0,10,14/01/2013 13:00
EWR,2013,1,14,14,55.94,12.65858,0,10,14/01/2013 14:00
EWR,2013,1,14,15,55.04,13.80936,0,10,14/01/2013 15:00
EWR,2013,1,14,16,53.06,14.96014,0,10,14/01/2013 16:00
EWR,2013,1,14,17,51.08,10.35702,0,10,14/01/2013 17:00
EWR,2013,1,14,18,51.08,11.5078,0,10,14/01/2013 18:00
EWR,2013,1,14,19,48.92,11.5078,0,10,14/01/2013 19:00
EWR,2013,1,14,20,48.02,12.65858,0,10,14/01/2013 20:00
EWR,2013,1,14,21,44.06,17.2617,0,10,14/01/2013 21:00
EWR,2013,1,14,22,41,11.5078,0.04,10,14/01/2013 22:00
EWR,2013,1,14,23,41,8.05546,0.02,10,14/01/2013 23:00
EWR,2013,1,15,0,39.92,4.60312,0.02,10,15/01/2013 00:00
EWR,2013,1,15,1,37.94,9.20624,0.03,10,15/01/2013 01:00
EWR,2013,1,15,2,37.4,12.65858,0.04,9,15/01/2013 02:00
EWR,2013,1,15,3,37.4,10.35702,0,10,15/01/2013 03:00
EWR,2013,1,15,4,35.96,8.05546,0,10,15/01/2013 04:00
EWR,2013,1,15,5,35.96,10.35702,0,10,15/01/2013 05:00
EWR,2013,1,15,6,37.04,8.05546,0,10,15/01/2013 06:00
EWR,2013,1,15,7,37.04,9.20624,0,10,15/01/2013 07:00
EWR,2013,1,15,8,37.04,12.65858,0,10,15/01/2013 08:00
EWR,2013,1,15,9,37.04,13.80936,0,10,15/01/2013 09:00
EWR,2013,1,15,10,37.04,10.35702,0,10,15/01/2013 10:00
EWR,2013,1,15,11,39.02,11.5078,0,10,15/01/2013 11:00
EWR,2013,1,15,12,39.02,8.05546,0,10,15/01/2013 12:00
EWR,2013,1,15,13,39.02,8.05546,0,10,15/01/2013 13:00
EWR,2013,1,15,14,39.02,9.20624,0,10,15/01/2013 14:00
EWR,2013,1,15,15,39.02,9.20624,0,10,15/01/2013 15:00
EWR,2013,1,15,16,39.02,8.05546,0,10,15/01/2013 16:00
EWR,2013,1,15,17,39.02,8.05546,0,10,15/01/2013 17:00
EWR,2013,1,15,18,39.02,5.7539,0,10,15/01/2013 18:00
EWR,2013,1,15,19,37.94,4.60312,0,10,15/01/2013 19:00
EWR,2013,1,15,20,37.94,6.90468,0,10,15/01/2013 20:00
EWR,2013,1,15,21,37.94,5.7539,0,10,15/01/2013 21:00
EWR,2013,1,15,22,37.04,8.05546,0,9,15/01/2013 22:00
EWR,2013,1,15,23,35.96,9.20624,0.02,8,15/01/2013 23:00
EWR,2013,1,16,0,33.98,10.35702,0.05,6,16/01/2013 00:00
EWR,2013,1,16,1,33.08,12.65858,0.07,6,16/01/2013 01:00
EWR,2013,1,16,2,33.08,10.35702,0.06,5,16/01/2013 02:00
EWR,2013,1,16,3,33.08,11.5078,0.13,4,16/01/2013 03:00
EWR,2013,1,16,4,32,8.05546,0.15,4,16/01/2013 04:00
EWR,2013,1,16,5,32,5.7539,0.09,4,16/01/2013 05:00
EWR,2013,1,16,6,33.8,6.90468,0.06,4,16/01/2013 06:00
EWR,2013,1,16,7,33.8,8.05546,0.03,2,16/01/2013 07:00
EWR,2013,1,16,8,33.8,8.05546,0.02,3,16/01/2013 08:00
EWR,2013,1,16,9,33.98,6.90468,0,3,16/01/2013 09:00
EWR,2013,1,16,10,33.98,5.7539,0.01,3,16/01/2013 10:00
EWR,2013,1,16,11,33.98,5.7539,0.02,3,16/01/2013 11:00
EWR,2013,1,16,12,33.98,5.7539,0,3,16/01/2013 12:00
EWR,2013,1,16,13,35.06,5.7539,0.01,3,16/01/2013 13:00
EWR,2013,1,16,14,35.6,11.5078,0,3,16/01/2013 14:00
EWR,2013,1,16,15,35.96,6.90468,0,6,16/01/2013 15:00
EWR,2013,1,16,16,35.06,5.7539,0,6,16/01/2013 16:00
EWR,2013,1,16,17,35.96,8.05546,0,6,16/01/2013 17:00
EWR,2013,1,16,18,35.96,10.35702,0,7,16/01/2013 18:00
EWR,2013,1,16,19,35.96,12.65858,0,8,16/01/2013 19:00
